date,sku,demand,was_promo,was_stockout
2024-04-10,SKU-1042-WirelessHeadphones,103,False,False
2024-04-11,SKU-1042-WirelessHeadphones,111,False,False
2024-04-12,SKU-1042-WirelessHeadphones,114,False,False
2024-04-13,SKU-1042-WirelessHeadphones,98,False,False
2024-04-14,SKU-1042-WirelessHeadphones,99,False,False
2024-04-15,SKU-1042-WirelessHeadphones,115,False,False
2024-04-16,SKU-1042-WirelessHeadphones,117,False,False
2024-04-17,SKU-1042-WirelessHeadphones,114,False,False
2024-04-18,SKU-1042-WirelessHeadphones,109,False,False
2024-04-19,SKU-1042-WirelessHeadphones,112,False,False
2024-04-20,SKU-1042-WirelessHeadphones,94,False,False
2024-04-21,SKU-1042-WirelessHeadphones,93,False,False
2024-04-22,SKU-1042-WirelessHeadphones,102,False,False
2024-04-23,SKU-1042-WirelessHeadphones,111,False,False
2024-04-24,SKU-1042-WirelessHeadphones,114,False,False
2024-04-25,SKU-1042-WirelessHeadphones,112,False,False
2024-04-26,SKU-1042-WirelessHeadphones,112,False,False
2024-04-27,SKU-1042-WirelessHeadphones,97,False,False
2024-04-28,SKU-1042-WirelessHeadphones,87,False,False
2024-04-29,SKU-1042-WirelessHeadphones,104,False,False
2024-04-30,SKU-1042-WirelessHeadphones,112,False,False
2024-05-01,SKU-1042-WirelessHeadphones,119,False,False
2024-05-02,SKU-1042-WirelessHeadphones,124,False,False
2024-05-03,SKU-1042-WirelessHeadphones,119,False,False
2024-05-04,SKU-1042-WirelessHeadphones,85,False,False
2024-05-05,SKU-1042-WirelessHeadphones,93,False,False
2024-05-06,SKU-1042-WirelessHeadphones,116,False,False
2024-05-07,SKU-1042-WirelessHeadphones,116,False,False
2024-05-08,SKU-1042-WirelessHeadphones,118,False,False
2024-05-09,SKU-1042-WirelessHeadphones,109,False,False
2024-05-10,SKU-1042-WirelessHeadphones,115,False,False
2024-05-11,SKU-1042-WirelessHeadphones,97,False,False
2024-05-12,SKU-1042-WirelessHeadphones,100,False,False
2024-05-13,SKU-1042-WirelessHeadphones,110,False,False
2024-05-14,SKU-1042-WirelessHeadphones,113,False,False
2024-05-15,SKU-1042-WirelessHeadphones,99,False,False
2024-05-16,SKU-1042-WirelessHeadphones,111,False,False
2024-05-17,SKU-1042-WirelessHeadphones,112,False,False
2024-05-18,SKU-1042-WirelessHeadphones,89,False,False
2024-05-19,SKU-1042-WirelessHeadphones,96,False,False
2024-05-20,SKU-1042-WirelessHeadphones,115,False,False
2024-05-21,SKU-1042-WirelessHeadphones,101,False,False
2024-05-22,SKU-1042-WirelessHeadphones,116,False,False
2024-05-23,SKU-1042-WirelessHeadphones,109,False,False
2024-05-24,SKU-1042-WirelessHeadphones,118,False,False
2024-05-25,SKU-1042-WirelessHeadphones,87,False,False
2024-05-26,SKU-1042-WirelessHeadphones,95,False,False
2024-05-27,SKU-1042-WirelessHeadphones,113,False,False
2024-05-28,SKU-1042-WirelessHeadphones,117,False,False
2024-05-29,SKU-1042-WirelessHeadphones,115,False,False
2024-05-30,SKU-1042-WirelessHeadphones,113,False,False
2024-05-31,SKU-1042-WirelessHeadphones,105,False,False
2024-06-01,SKU-1042-WirelessHeadphones,86,False,False
2024-06-02,SKU-1042-WirelessHeadphones,91,False,False
2024-06-03,SKU-1042-WirelessHeadphones,114,False,False
2024-06-04,SKU-1042-WirelessHeadphones,110,False,False
2024-06-05,SKU-1042-WirelessHeadphones,118,False,False
2024-06-06,SKU-1042-WirelessHeadphones,112,False,False
2024-06-07,SKU-1042-WirelessHeadphones,108,False,False
2024-06-08,SKU-1042-WirelessHeadphones,92,False,False
2024-06-09,SKU-1042-WirelessHeadphones,94,False,False
2024-06-10,SKU-1042-WirelessHeadphones,115,False,False
2024-06-11,SKU-1042-WirelessHeadphones,205,True,False
2024-06-12,SKU-1042-WirelessHeadphones,108,False,False
2024-06-13,SKU-1042-WirelessHeadphones,111,False,False
2024-06-14,SKU-1042-WirelessHeadphones,114,False,False
2024-06-15,SKU-1042-WirelessHeadphones,91,False,False
2024-06-16,SKU-1042-WirelessHeadphones,88,False,False
2024-06-17,SKU-1042-WirelessHeadphones,101,False,False
2024-06-18,SKU-1042-WirelessHeadphones,107,False,False
2024-06-19,SKU-1042-WirelessHeadphones,103,False,False
2024-06-20,SKU-1042-WirelessHeadphones,99,False,False
2024-06-21,SKU-1042-WirelessHeadphones,104,False,False
2024-06-22,SKU-1042-WirelessHeadphones,82,False,False
2024-06-23,SKU-1042-WirelessHeadphones,92,False,False
2024-06-24,SKU-1042-WirelessHeadphones,200,True,False
2024-06-25,SKU-1042-WirelessHeadphones,102,False,False
2024-06-26,SKU-1042-WirelessHeadphones,106,False,False
2024-06-27,SKU-1042-WirelessHeadphones,165,True,False
2024-06-28,SKU-1042-WirelessHeadphones,103,False,False
2024-06-29,SKU-1042-WirelessHeadphones,88,False,False
2024-06-30,SKU-1042-WirelessHeadphones,91,False,False
2024-07-01,SKU-1042-WirelessHeadphones,101,False,False
2024-07-02,SKU-1042-WirelessHeadphones,111,False,False
2024-07-03,SKU-1042-WirelessHeadphones,96,False,False
2024-07-04,SKU-1042-WirelessHeadphones,97,False,False
2024-07-05,SKU-1042-WirelessHeadphones,108,False,False
2024-07-06,SKU-1042-WirelessHeadphones,94,False,False
2024-07-07,SKU-1042-WirelessHeadphones,87,False,False
2024-07-08,SKU-1042-WirelessHeadphones,103,False,False
2024-07-09,SKU-1042-WirelessHeadphones,90,False,False
2024-07-10,SKU-1042-WirelessHeadphones,91,False,False
2024-07-11,SKU-1042-WirelessHeadphones,104,False,False
2024-07-12,SKU-1042-WirelessHeadphones,101,False,False
2024-07-13,SKU-1042-WirelessHeadphones,77,False,False
2024-07-14,SKU-1042-WirelessHeadphones,84,False,False
2024-07-15,SKU-1042-WirelessHeadphones,104,False,False
2024-07-16,SKU-1042-WirelessHeadphones,110,False,False
2024-07-17,SKU-1042-WirelessHeadphones,105,False,False
2024-07-18,SKU-1042-WirelessHeadphones,112,False,False
2024-07-19,SKU-1042-WirelessHeadphones,105,False,False
2024-07-20,SKU-1042-WirelessHeadphones,84,False,False
2024-07-21,SKU-1042-WirelessHeadphones,92,False,False
2024-07-22,SKU-1042-WirelessHeadphones,100,False,False
2024-07-23,SKU-1042-WirelessHeadphones,123,False,False
2024-07-24,SKU-1042-WirelessHeadphones,109,False,False
2024-07-25,SKU-1042-WirelessHeadphones,109,False,False
2024-07-26,SKU-1042-WirelessHeadphones,110,False,False
2024-07-27,SKU-1042-WirelessHeadphones,99,False,False
2024-07-28,SKU-1042-WirelessHeadphones,93,False,False
2024-07-29,SKU-1042-WirelessHeadphones,99,False,False
2024-07-30,SKU-1042-WirelessHeadphones,118,False,False
2024-07-31,SKU-1042-WirelessHeadphones,108,False,False
2024-08-01,SKU-1042-WirelessHeadphones,111,False,False
2024-08-02,SKU-1042-WirelessHeadphones,103,False,False
2024-08-03,SKU-1042-WirelessHeadphones,94,False,False
2024-08-04,SKU-1042-WirelessHeadphones,88,False,False
2024-08-05,SKU-1042-WirelessHeadphones,113,False,False
2024-08-06,SKU-1042-WirelessHeadphones,111,False,False
2024-08-07,SKU-1042-WirelessHeadphones,125,False,False
2024-08-08,SKU-1042-WirelessHeadphones,126,False,False
2024-08-09,SKU-1042-WirelessHeadphones,114,False,False
2024-08-10,SKU-1042-WirelessHeadphones,95,False,False
2024-08-11,SKU-1042-WirelessHeadphones,93,False,False
2024-08-12,SKU-1042-WirelessHeadphones,122,False,False
2024-08-13,SKU-1042-WirelessHeadphones,114,False,False
2024-08-14,SKU-1042-WirelessHeadphones,114,False,False
2024-08-15,SKU-1042-WirelessHeadphones,123,False,False
2024-08-16,SKU-1042-WirelessHeadphones,114,False,False
2024-08-17,SKU-1042-WirelessHeadphones,97,False,False
2024-08-18,SKU-1042-WirelessHeadphones,88,False,False
2024-08-19,SKU-1042-WirelessHeadphones,122,False,False
2024-08-20,SKU-1042-WirelessHeadphones,130,False,False
2024-08-21,SKU-1042-WirelessHeadphones,123,False,False
2024-08-22,SKU-1042-WirelessHeadphones,128,False,False
2024-08-23,SKU-1042-WirelessHeadphones,114,False,False
2024-08-24,SKU-1042-WirelessHeadphones,101,False,False
2024-08-25,SKU-1042-WirelessHeadphones,94,False,False
2024-08-26,SKU-1042-WirelessHeadphones,118,False,False
2024-08-27,SKU-1042-WirelessHeadphones,125,False,False
2024-08-28,SKU-1042-WirelessHeadphones,121,False,False
2024-08-29,SKU-1042-WirelessHeadphones,112,False,False
2024-08-30,SKU-1042-WirelessHeadphones,113,False,False
2024-08-31,SKU-1042-WirelessHeadphones,92,False,False
2024-09-01,SKU-1042-WirelessHeadphones,104,False,False
2024-09-02,SKU-1042-WirelessHeadphones,133,False,False
2024-09-03,SKU-1042-WirelessHeadphones,129,False,False
2024-09-04,SKU-1042-WirelessHeadphones,110,False,False
2024-09-05,SKU-1042-WirelessHeadphones,130,False,False
2024-09-06,SKU-1042-WirelessHeadphones,127,False,False
2024-09-07,SKU-1042-WirelessHeadphones,92,False,False
2024-09-08,SKU-1042-WirelessHeadphones,100,False,False
2024-09-09,SKU-1042-WirelessHeadphones,128,False,False
2024-09-10,SKU-1042-WirelessHeadphones,125,False,False
2024-09-11,SKU-1042-WirelessHeadphones,114,False,False
2024-09-12,SKU-1042-WirelessHeadphones,126,False,False
2024-09-13,SKU-1042-WirelessHeadphones,109,False,False
2024-09-14,SKU-1042-WirelessHeadphones,155,True,False
2024-09-15,SKU-1042-WirelessHeadphones,109,False,False
2024-09-16,SKU-1042-WirelessHeadphones,122,False,False
2024-09-17,SKU-1042-WirelessHeadphones,119,False,False
2024-09-18,SKU-1042-WirelessHeadphones,128,False,False
2024-09-19,SKU-1042-WirelessHeadphones,128,False,False
2024-09-20,SKU-1042-WirelessHeadphones,131,False,False
2024-09-21,SKU-1042-WirelessHeadphones,108,False,False
2024-09-22,SKU-1042-WirelessHeadphones,109,False,False
2024-09-23,SKU-1042-WirelessHeadphones,127,False,False
2024-09-24,SKU-1042-WirelessHeadphones,124,False,False
2024-09-25,SKU-1042-WirelessHeadphones,124,False,False
2024-09-26,SKU-1042-WirelessHeadphones,122,False,False
2024-09-27,SKU-1042-WirelessHeadphones,116,False,False
2024-09-28,SKU-1042-WirelessHeadphones,97,False,False
2024-09-29,SKU-1042-WirelessHeadphones,102,False,False
2024-09-30,SKU-1042-WirelessHeadphones,125,False,False
2024-10-01,SKU-1042-WirelessHeadphones,132,False,False
2024-10-02,SKU-1042-WirelessHeadphones,123,False,False
2024-10-03,SKU-1042-WirelessHeadphones,129,False,False
2024-10-04,SKU-1042-WirelessHeadphones,130,False,False
2024-10-05,SKU-1042-WirelessHeadphones,102,False,False
2024-10-06,SKU-1042-WirelessHeadphones,107,False,False
2024-10-07,SKU-1042-WirelessHeadphones,122,False,False
2024-10-08,SKU-1042-WirelessHeadphones,132,False,False
2024-10-09,SKU-1042-WirelessHeadphones,60,False,True
2024-10-10,SKU-1042-WirelessHeadphones,117,False,False
2024-10-11,SKU-1042-WirelessHeadphones,125,False,False
2024-10-12,SKU-1042-WirelessHeadphones,114,False,False
2024-10-13,SKU-1042-WirelessHeadphones,103,False,False
2024-10-14,SKU-1042-WirelessHeadphones,127,False,False
2024-10-15,SKU-1042-WirelessHeadphones,128,False,False
2024-10-16,SKU-1042-WirelessHeadphones,118,False,False
2024-10-17,SKU-1042-WirelessHeadphones,128,False,False
2024-10-18,SKU-1042-WirelessHeadphones,116,False,False
2024-10-19,SKU-1042-WirelessHeadphones,101,False,False
2024-10-20,SKU-1042-WirelessHeadphones,111,False,False
2024-10-21,SKU-1042-WirelessHeadphones,127,False,False
2024-10-22,SKU-1042-WirelessHeadphones,123,False,False
2024-10-23,SKU-1042-WirelessHeadphones,128,False,False
2024-10-24,SKU-1042-WirelessHeadphones,125,False,False
2024-10-25,SKU-1042-WirelessHeadphones,126,False,False
2024-10-26,SKU-1042-WirelessHeadphones,110,False,False
2024-10-27,SKU-1042-WirelessHeadphones,102,False,False
2024-10-28,SKU-1042-WirelessHeadphones,127,False,False
2024-10-29,SKU-1042-WirelessHeadphones,211,True,False
2024-10-30,SKU-1042-WirelessHeadphones,118,False,False
2024-10-31,SKU-1042-WirelessHeadphones,123,False,False
2024-11-01,SKU-1042-WirelessHeadphones,138,False,False
2024-11-02,SKU-1042-WirelessHeadphones,112,False,False
2024-11-03,SKU-1042-WirelessHeadphones,121,True,True
2024-11-04,SKU-1042-WirelessHeadphones,121,False,False
2024-11-05,SKU-1042-WirelessHeadphones,131,False,False
2024-11-06,SKU-1042-WirelessHeadphones,142,False,False
2024-11-07,SKU-1042-WirelessHeadphones,132,False,False
2024-11-08,SKU-1042-WirelessHeadphones,142,False,False
2024-11-09,SKU-1042-WirelessHeadphones,118,False,False
2024-11-10,SKU-1042-WirelessHeadphones,120,False,False
2024-11-11,SKU-1042-WirelessHeadphones,130,False,False
2024-11-12,SKU-1042-WirelessHeadphones,145,False,False
2024-11-13,SKU-1042-WirelessHeadphones,139,False,False
2024-11-14,SKU-1042-WirelessHeadphones,148,False,False
2024-11-15,SKU-1042-WirelessHeadphones,140,False,False
2024-11-16,SKU-1042-WirelessHeadphones,127,False,False
2024-11-17,SKU-1042-WirelessHeadphones,130,False,False
2024-11-18,SKU-1042-WirelessHeadphones,77,False,True
2024-11-19,SKU-1042-WirelessHeadphones,154,False,False
2024-11-20,SKU-1042-WirelessHeadphones,152,False,False
2024-11-21,SKU-1042-WirelessHeadphones,152,False,False
2024-11-22,SKU-1042-WirelessHeadphones,167,False,False
2024-11-23,SKU-1042-WirelessHeadphones,145,False,False
2024-11-24,SKU-1042-WirelessHeadphones,136,False,False
2024-11-25,SKU-1042-WirelessHeadphones,166,False,False
2024-11-26,SKU-1042-WirelessHeadphones,160,False,False
2024-11-27,SKU-1042-WirelessHeadphones,159,False,False
2024-11-28,SKU-1042-WirelessHeadphones,173,False,False
2024-11-29,SKU-1042-WirelessHeadphones,158,False,False
2024-11-30,SKU-1042-WirelessHeadphones,155,False,False
2024-12-01,SKU-1042-WirelessHeadphones,149,False,False
2024-12-02,SKU-1042-WirelessHeadphones,170,False,False
2024-12-03,SKU-1042-WirelessHeadphones,174,False,False
2024-12-04,SKU-1042-WirelessHeadphones,176,False,False
2024-12-05,SKU-1042-WirelessHeadphones,167,False,False
2024-12-06,SKU-1042-WirelessHeadphones,177,False,False
2024-12-07,SKU-1042-WirelessHeadphones,153,False,False
2024-12-08,SKU-1042-WirelessHeadphones,144,False,False
2024-12-09,SKU-1042-WirelessHeadphones,170,False,False
2024-12-10,SKU-1042-WirelessHeadphones,178,False,False
2024-12-11,SKU-1042-WirelessHeadphones,231,True,False
2024-12-12,SKU-1042-WirelessHeadphones,172,False,False
2024-12-13,SKU-1042-WirelessHeadphones,160,False,False
2024-12-14,SKU-1042-WirelessHeadphones,148,False,False
2024-12-15,SKU-1042-WirelessHeadphones,149,False,False
2024-12-16,SKU-1042-WirelessHeadphones,167,False,False
2024-12-17,SKU-1042-WirelessHeadphones,165,False,False
2024-12-18,SKU-1042-WirelessHeadphones,161,False,False
2024-12-19,SKU-1042-WirelessHeadphones,157,False,False
2024-12-20,SKU-1042-WirelessHeadphones,152,False,False
2024-12-21,SKU-1042-WirelessHeadphones,122,False,False
2024-12-22,SKU-1042-WirelessHeadphones,134,False,False
2024-12-23,SKU-1042-WirelessHeadphones,151,False,False
2024-12-24,SKU-1042-WirelessHeadphones,152,False,False
2024-12-25,SKU-1042-WirelessHeadphones,139,False,False
2024-12-26,SKU-1042-WirelessHeadphones,149,False,False
2024-12-27,SKU-1042-WirelessHeadphones,156,False,False
2024-12-28,SKU-1042-WirelessHeadphones,123,False,False
2024-12-29,SKU-1042-WirelessHeadphones,121,False,False
2024-12-30,SKU-1042-WirelessHeadphones,142,False,False
